CAS,Comment,Formula,IE,Method,Name,Refer
 257-05-6,, C,7.45,PE,"Dibenz[b,f]oxepin","Gusten, Klasinc, et al., 1976"
 90-44-8,LL, C,8.8,PE,Anthrone,"Traven, Safronov, et al., 1991"
 31247-21-9,Vertical value, C,10.86,PE,"Thiirene,diphenyl-1-oxide","Muller, Schweig, et al., 1978"
 33301-21-2,, C,9.7,EI,"Dibenzo[b,e]thiepin-11(6H)-one-5,5-dioxide","Sahini, Constantin, et al., 1978"
 1531-77-7,, C,9.21,EI,"dibenzo[b,e]thiepin-11(6H)-one","Sahini, Constantin, et al., 1978"
 610-50-4,, C,7.7,EI,"Anthracene, 1-hydroxy","Gillis, Long, et al., 1968"
 38469-73-7,Vertical value, C,8.9 ¡À 0.05,PE,"Ethanedione,(4-hydroxyphenyl)phenyl-","McAlduff and Bunbury, 1979"
 56200-27-2, , C,7.1,PE,"Molybdenum, tetracarbonylbis(¦Ç","Morris-Sherwood, Powell, et al., 1984"
 42371-86-8,, C,8.0 ¡À 0.1,EI,"10H-Phenothiastannin,10,10-dimethyl-","Innorta, Torroni, et al., 1977"
 61431-08-1,LBLHLM, C,7.6,PE,"10,10-Dimethylphenothiasilin","Traven', Redchenko, et al., 1982"
 2828-65-1,, C,7.89,CTS,"Benzene,1,2-dimethyl-4-(phenylthio)-","Aloisi, Santini, et al., 1974"
 538-74-9,LL, C,8.05,PE,Benzyl sulfide,"Traven, Rodin, et al., 1989"
 620-94-0,, C,7.83,CTS,di-p-tolyl sulphide,"Aloisi, Santini, et al., 1974"
 4537-05-7,, C,7.94,CTS,"Benzene, 1,1'-thiobis[2-methyl-","Aloisi, Santini, et al., 1974"
 59950-41-3,Vertical value, C,7.56,PE,"1,4-Ethanonaphtho[1,8-ef]-1,4-diazepine,2,3-dihydro-","Alder, Goode, et al., 1976"
 6574-83-0,LLK, C,8.35,PE,"15,16-Diazatricyclo[9.3.1.1","Bernardi, Colonna, et al., 1975"
 54667-87-7,LLK, C,6.74 ¡À 0.06,EI,"Dichromium, bis(cyclopentadienyl)tetracarbonyl-","Efraty, Huang, et al., 1977"
 501-58-6,LLK, C,7.72,EI,"Diazene, bis(4-methoxyphenyl)-","Nuyken and Messmer, 1977"
 15096-05-6,Vertical value; , C,7.76,PE,2-[4-Methoxybenzeneazo]-4-methylphenol,"Millefiori and Millefiori, 1981"
 23375-56-6,Vertical value; , C,7.85,PE,2-[3-Methoxybenzeneazo]-4-methylphenol,"Millefiori and Millefiori, 1981"
 7357-96-2,LLK, C,7.78 ¡À 0.05,EI,"Benzenamine,4-[2-(4-nitrophenyl)ethyl]-","Pignataro, Mancini, et al., 1972"
 76843-75-9, , C,8.26,PE,"1,5-Dithia-2,4,6,8-tetrazocine, 3,7-diphenyl-","Gleiter, Bartetzko, et al., 1984"
 1562-94-3,Vertical value; , C,8.06,PE,"Diazene, bis(4-methoxyphenyl)-, 1-oxide","Millefiori, Ciliberto, et al., 1981"
 835-31-4,Vertical value, C,8.46,PE,Naphazoline,"De Jong and van Dam, 1979"
 19020-81-6,Vertical value; , C,7.88,PE,"2-Hydroxy-5,3'-dimethyl-azobenzene","Millefiori and Millefiori, 1981"
 17739-97-8,Vertical value; , C,7.88,PE,"2-Hydroxy-5,4'-dimethylazobenzene","Millefiori and Millefiori, 1981"
 77046-80-1,LLK, C,7.3,PE,2-Methoxy-5-methylazobenzene,"Millefiori and Millefiori, 1981"
 118436-79-6,, C,6.81,PE,"1,2,4,6-Thiatriazinyl radical, 3,5-diphenyl-","Boere, Oakley, et al., 1989"
 27436-99-3,, C,7.1 ¡À 0.1,EI,"Chromium,pentacarbonyl(o,¦Á-dimethoxybenzylidene)-","Fischer, Kreiter, et al., 1971"
 29160-36-9,, C,7.1 ¡À 0.1,EI,"Chromium,pentacarbonyl(methoxy(4-methylphenyl)methylene)-","Fischer, Kreiter, et al., 1971"
 50878-39-2,, C,7.47,PE,"Hydrazinecarbodithioic acid,2,2-diphenyl-methyl ester","Cauletti, Tarli, et al., 1980"
 725-12-2,, C,8.9 ¡À 0.3,EI,"1,3,4-Oxadiazole, 2,5-diphenyl-","Cotter, 1964"
 888-71-1,, C,9.2 ¡À 0.1,EI,"1,2,4-Oxadiazole, 3,5-diphenyl-","Cotter, 1964"
 30736-79-9,Vertical value, C,7.72,PE,"6b,8a-Dihydrocyclobut[a]acenaphthylene","Gleiter, Haider, et al., 1979"
 501-65-5,LLK, C,7.95 ¡À 0.08,PE,Diphenylacetylene,"Elbel, Lienert, et al., 1981"
 40480-63-5,LLK, C,7.55,PE,"1,2,3-Metheno-1H-phenalene,2,3-dihydro","Gleiter, Gubernator, et al., 1981"
 85-01-8,LL, C,7.903,PE,Phenanthrene,"Thantu and Weber, 1993"
 120-12-7,LL, C,7.439 ¡À 0.006,LS,Anthracene,"Hager and Wallace, 1988"
 3469-17-8,Vertical value, C,7.79 ¡À 0.05,PE,"Ethanone, diazodiphenyl-","Modelli, Innorta, et al., 1980"
 77669-79-5,LLK, C,7.71,PE,"1,2,3-Metheno-1H-benz[f]indene,2,3-dihydro","Gleiter, Gubernator, et al., 1981"
 208-20-8,Vertical value, C,7.1,PE,Cyclohepta[de]naphthalene,"Gleiter, Haider, et al., 1979"
 537-64-4,LLK, C,7.94,PE,Di-p-tolyl mercury,"Furlani, Piancastelli, et al., 1981"
 18414-62-5,LLK, C,8.0 ¡À 0.1,EI,"10H-Phenoxasilin, 10,10-dimethyl-","Innorta, Torroni, et al., 1977"
 29218-87-9,LBLHLM, C,7,PE,"10,10-Dimethyl-9-oxa-10-sila-9,10-dihydrophenanthrene","Traven', Redchenko, et al., 1982"
 73548-55-7, , C,7.8,PE,"3,5-Dimethyl-2',3',5'-tri-o-methyluridine","Yu, O'Donnell, et al., 1981"
 59388-65-7,Vertical value, C,8.24,PE,"e-Diazene, bis(bicyclo[2.2.1]hept-1-yl)-","Engel, Gerth, et al., 1988"
 59388-64-6,Vertical value, C,7.99,PE,"z-Diazene, bis(bicyclo[2.2.1]hept-1-yl)-","Engel, Gerth, et al., 1988"
 57820-90-3,Vertical value, C,5.76,PE,"Chromium, bis(4-chloro-1-methylbenzene)-","Cabelli, Cowley, et al., 1982"
 1802-94-4,, C,8.0 ¡À 0.1,EI,"10H-Phenoxastannin,10,10-dimethyl-","Innorta, Torroni, et al., 1977"
 40024-74-6,LBLHLM, C,8.1,PE,"5,11-Methano-6H-cycloundeca[c]thiophen-13-one, 7,8,9,10-tetrahydro-","Gleiter, Bischof, et al., 1984"
 10381-70-1,Vertical value; , C,8.45,PE,"Benzene, 1-methyl-4[(phenylmethyl)sulfinyl)]-","Mohraz, Jian-qi, et al., 1981"
 17414-04-9,, C,8.20 ¡À 0.05,EI,"Benzene,[(2-phenoxyethyl)thio]-","Schwarz, Petersen, et al., 1977"
 104-66-5,, C,8.39 ¡À 0.05,EI,"Benzene, 1,1'-[1,2-ethanediylbis(oxy)]bis-","Schwarz, Petersen, et al., 1977"
 6630-18-8,LLK, C,7.76,CTS,"Benzene, 1-methoxy-4-(phenylmethoxy)-","Weschke, Timpe, et al., 1979"
 17068-20-1,, C,¡Ü9.3,EI,"10H-Phenothiastannin,10,10-dimethyl-5,5-dioxide","Terlouw, Heerma, et al., 1974"
 18551-82-1, , C,9,PE,"9-Thia-10-silaanthracene 9,9-dioxide, 10,10-dimethyl-","Traven', Redchenko, et al., 1981"
 599-66-6,LLK, C,8.66 ¡À 0.04,PI,di-p-Tolyl sulfone,"Evlasheva, Puchkova, et al., 1975"
 68217-18-5,Vertical value, C,8.8,PE,"3,6-Ethanodicyclopenta[cd,gh]pentalene-7,8-dione,1,2,2a,3,3a,5a,6,6a,6b,6c-decahydro-","Bartetzko, Gleiter, et al., 1978"
 112533-27-4, , C,8.6,PE,"4,1,3-Ethanediylidenecyclopenta[cd,gh]pentalene-6,7(1H)-dione, decahydro-","Albert, Elsasser, et al., 1991"
 19962-23-3,, C,8.3,EI,Benzyl 3-methoxyphenyl ether,"Ward, Cooks, et al., 1969"
 56136-20-0,Vertical value, C,8.51 ¡À 0.05,PE,"1,4-Methanonaphthalene-6-carboxylic acid ethyl ester,1,4-dihydro-","Santiago, McAlduff, et al., 1978"
 5335-87-5,LBLHLM, C,7.6,PE,"Disulfide, bis(4-methoxyphenyl)","Giordon and Bock, 1982"
 103-50-4, , C,8.5,PE,"Benzene, 1,1'-[oxybis(methylene)]bis-","Traven, Rodin, et al., 1989"
 33675-75-1,, C,8.3 ¡À 0.1,EI,"Phenol, 3-(2-phenylethyl)-","McLafferty, Wachs, et al., 1970"
 834-14-0,, C,8.20 ¡À 0.05,EI,"Benzene, 1-methoxy-4-(phenylmethyl)-","Pignataro, Mancini, et al., 1972"
 5040-51-7,Vertical value; , C,7.78,PE,15-Oxatricyclo[8.2.2.1,"Kovac, Allan, et al., 1980"
 209-42-7,Vertical value, C,6.84,PE,Cyclopenta[ef]heptalene,"Bischof, Gleiter, et al., 1976"
 1842-38-2,LL, C,7.8,PE,Dibenzyl monoselenide,"Traven, Rodin, et al., 1989"
 834-25-3,LLK, C,7.91,CTS,benzyl p-tolyl ether,"Weschke, Timpe, et al., 1979"
 6335-83-7,, C,8.3 ¡À 0.1,EI,"Phenol, 4-(2-phenylethyl)-","McLafferty, Wachs, et al., 1970"
 63447-23-4,, C,8.0 ¡À 0.1,EI,"10H-Phenothiagermanin,10,10-dimethyl-","Innorta, Torroni, et al., 1977"
 82484-38-6,, C,7.49 ¡À 0.03,PE,"Iridium, tetracarbonylbis[¦Ì-(3,5-dimethyl-1H-pyrazolato-N","Lichtenberger, Copenhaver, et al., 1988"
 605-39-0,LLK, C,8.80 ¡À 0.05,EI,"2,2'-Dimethylbiphenyl","Loudon and Mazengo, 1974"
 613-33-2,LLK, C,8.5,EI,"4,4'-Dimethylbiphenyl","Loudon and Mazengo, 1974"
 103-29-7,LLK, C,9.00 ¡À 0.05,EI,Bibenzyl,"Pignataro, Mancini, et al., 1972"
 612-75-9,LLK, C,8.70 ¡À 0.05,EI,"3,3'-Dimethylbiphenyl","Loudon and Mazengo, 1974"
 1812-51-7,Vertical value, C,8.55 ¡À 0.02,PE,"1,1'-Biphenyl, 2-ethyl-","Maier and Turner, 1972"
 74772-12-6,Vertical value, C,8.38,PE,"Bicyclo[2.2.2]octane,2,3,5,6,7,8-hexa(methylene)-","Mohraz, Jian-qi, et al., 1980"
 88635-77-2,LBLHLM, C,7.7,PE,"12,12-Dimethyl-11-methylenebicyclo[4.4.1]undeca-1,3,5,7,9-pentaene","Andrea, Cerfontain, et al., 1984"
 7350-72-3,Vertical value, C,8.01,PE,"1,4-Methanonaphthalene,1,4-dihydro-9-((1-methylethylidene)-","Haselbach and Rossi, 1976"
 39473-62-6,LLK, C,8.2,PE,"7,7'-bis(Cycloheptatrienyl)","Koenig and Chang, 1978"
 113530-61-3, , C,6.8,PE,"Osmium, bis(¦Ç","Stahl, Ma, et al., 1987"
 85908-78-7, , C,6.8,PE,"Ruthenium, bis(¦Ç","Stahl, Ma, et al., 1987"
 36015-91-5,, C,7.61 ¡À 0.06,EI,"Bis(5-methyl-2,4-hexanedionato)copper","Holtzclaw, Lintvedt, et al., 1969"
 110142-76-2, , C,6.5,PE,"Ditungsten tetraformate, dineopentyl-","Chisholm, Clark, et al., 1987"
 85698-56-2,LBLHLM, C,7.3,PE,"4,4'-Dimethylamino-2,2'-bipyridine","Dobson, Hillier, et al., 1983"
 88718-31-4,Vertical value; , C,9.2,PE,"2H,9H-1,5,8,12-Benzotetraoxacyclotetradecin, dodecahydro-","Baker, Armen, et al., 1983"
 70873-24-4,Vertical value, C,7.63,PE,"3,9-Diazaoctacyclo[9.3.22,10.0.03,9.04,8.05,15.07,16]tetradecane","Nelsen, Kessel, et al., 1979"
 20734-58-1,LLK, C,6.45 ¡À 0.02,PE,"1,8-Naphthalenediamine, N,N,N',N'-tetramethyl-","Maier, 1974"
 10075-69-1,LLK, C,6.70 ¡À 0.02,PE,"1,5-Naphthalenediamine,N,N,N',N'-tetramethyl-","Maier, 1974"
 72282-75-8,Vertical value, C,7.21,PE,"1,4-Ethanopyridazino[1,2-b]phthalazine,1,2,3,4,6,11-hexahydro-","Nelsen, Hollinsed, et al., 1979"
 20743-97-9,Vertical value, C,7.78 ¡À 0.015,PE,"Benzene,1-(heptyloxy)-4-methoxy-","Klessinger, Asmus, et al., 1975"
 128-39-2,LLK, C,7.70 ¡À 0.02,PE,"Phenol, 2,6-bis(1,1-dimethylethyl)-","Maier and Turner, 1973"
 1138-52-9,LLK, C,7.90 ¡À 0.02,PE,"Phenol, 3,5-bis(1,1-dimethylethyl)-","Maier and Turner, 1973"
 69020-20-8,Vertical value, C,7.8,PE,"2,6-Disila-s-indacene,1,2,3,5,6,7-hexahydro-2,2,6,6-tetramethyl-","Bock and Kaim, 1978"
 74920-98-2, , C,6.4,PE,"Iron, bis(¦Ç","Stahl, Ma, et al., 1987"
 74910-64-8, , C,6.4,PE,"Iron, bis(2,3-dimethylpentadienyl)","Bohm, Eckert-Maksic, et al., 1982"
 83670-21-7, , C,7.5,PE,"2,7-Di-tert-butylthiepin","Gleiter, Krennrich, et al., 1985"
 1012-72-2,LBLHLM, C,8.24 ¡À 0.02,EI,"Benzene, 1,4-bis(1,1-dimethylethyl)-","Orlov, Misharev, et al., 1986"
 1014-60-4,RDSH, C,8.71 ¡À 0.07,EI,"Benzene, 1,3-bis(1,1-dimethylethyl)-","Arnett, Sanda, et al., 1967"
 1571-86-4,Vertical value; , C,8.4,PE,"Benzene, 1,4-dibutyl","Gleiter, Hopf, et al., 1980"
 1012-76-6,RDSH, C,8.60 ¡À 0.07,EI,"1,2-Di-tert-butylbenzene","Arnett, Sanda, et al., 1967"
 69209-20-7,LBLHLM, C,7,PE,p-Bis(trimethylsilylmethylthio)benzene,"Traven', Redchenko, et al., 1982"
 54929-11-2,Vertical value, C,7.80 ¡À 0.015,PE,"Benzene,1-(dicyclopropylmethoxy)-4-methoxy-","Klessinger, Asmus, et al., 1975"
 51220-36-1,, C,~7.6,CTS,"Stannane,trimethyl(1-naphthalenylmethyl)-","Pitt, 1973"
 18410-58-7,, C,7.83,CTS,"Silane,trimethyl(1-naphthalenylmethyl)-","Pitt, 1973"
 51220-35-0,, C,7.78,CTS,"Germane,trimethyl(1-naphthalenylmethyl)-","Pitt, 1973"
 5325-97-3,LLK, C,7.89 ¡À 0.05,EQ,"Phenanthrene, 1,2,3,4,5,6,7,8-octahydro-","Mautner(Meot-Ner), 1980"
 1079-71-6,LLK, C,7.86 ¡À 0.05,EQ,"Anthracene, 1,2,3,4,5,6,7,8-octahydro-","Mautner(Meot-Ner), 1980"
 35216-11-6,LLK, C,9.03 ¡À 0.04,PI,7-Tetradecyne,"Rang and Martinson, 1978"
 60212-32-0,LLK, C,9.17 ¡À 0.02,PI,3-Tetradecyne,"Rang and Martinson, 1978"
 3730-08-3,LLK, C,9.09 ¡À 0.02,PI,6-C14H26,"Rang and Martinson, 1978"
 60212-33-1,LLK, C,9.11 ¡À 0.03,PI,4-Tetradecyne,"Rang and Martinson, 1978"
 638-60-8,LLK, C,9.26 ¡À 0.03,PI,2-C14H26,"Rang and Martinson, 1978"
 765-10-6,LLK, C,9.89 ¡À 0.02,PI,1-Tetradecyne,"Rang and Martinson, 1978"
 60212-34-2,LLK, C,9.10 ¡À 0.03,PI,5-Tetradecyne,"Rang and Martinson, 1978"
 20264-60-2,Vertical value, C,8.32 ¡À 0.02,PE,"3,5,7-Decatriyne, 2,2,9,9-tetramethyl-","Heilbronner, Jones, et al., 1978"
 58461-87-3, , C,8.4,PE,"[3.3.3]Propellane, 2,8,9-tris(methylene)-","Gleiter, Litterst, et al., 1988"
 50703-41-8,Vertical value; , C,8.37,PE,"Bicyclo[8.2.2]tetradeca-5,10,12,13-tetraene, (Z)-","Gleiter, Hopf, et al., 1980"
 127909-62-0,Vertical value, C,8.33,PE,"Platinum, bis(triethylphosphine)bis(trifluoromethyl)-","Yang, Bancroft, et al., 1990"
 54580-23-3,Vertical value, C,8.22,PE,"2,4-Hexadiene, 2,5-dimethyl-3,4-bis(1-methylethyl)-","Mollere, Houk, et al., 1976"
 6568-33-8,, C,8.65 ¡À 0.15,EI,(E)-Cyclotetradecene,"Remane, Graefe, et al., 1972"
 82464-55-9, , C,5.7,PE,"Molybdenum, bis(¦Ç","Brookhart, Cox, et al., 1985"
 95734-75-1, , C,5.8,PE,"Aluminum, diethyl 1,4-di-tert-butyl-1,4-diazabutadiene","Louwen, Stufkens, et al., 1984"
 7486-35-3,Vertical value, C,8.6,PE,"Stannane, tributylethenyl-","Schweig, Weidner, et al., 1973"
 34842-17-6,Vertical value, C,8.01,PE,"Tin, dibutylbis(dimethylcarbamodithioato-s,s')-","Cauletti, Nicotra, et al., 1980"
 78279-92-2,Vertical value, C,6.48,PE,"Pyrazine, 1,4-dihydro-2,3,4,5-tetramethyl-1,4-bis(trimethylsilyl)-","Kaim, 1981"
 41823-72-7,Vertical value, C,7.42 ¡À 0.05,PE,"Tin, bis[bis(trimethylsilyl)methyl]-","Harris, Lappert, et al., 1976"
 41823-73-8,Vertical value, C,7.25 ¡À 0.05,PE,"Lead, bis[bis(trimethylsilyl)methyl]-","Harris, Lappert, et al., 1976"
 60111-69-5,Vertical value, C,7.75 ¡À 0.05,PE,"Germylene, bis[bis(trimethylsilyl)methyl]-","Harris, Lappert, et al., 1976"
 13294-24-1,Vertical value, C,8.12 ¡À 0.05,PE,"2,6-Disila-4-mercuraheptane, 2,2,6,6-tetramethyl-3,5-bis(trimethylsilyl)-","Harris, Lappert, et al., 1976"
 15712-02-4, , C,8.2,PE,"Platinum, dicyanobis(triethylphosphine)-","Louwen, Hengelmolen, et al., 1984"
 79744-06-2,, C,8.8,PE,Tris(trimethylsilyl)-D-ribose,"Yu, O'Donnell, et al., 1981"
 2787-85-1,Vertical value, C,8.75,PE,"Azobenzene,2,2'3,3'5,5',6,6'-octafluoro-4,4'-dimethoxy-","Petrachenko, Vovna, et al., 1993"
 2392-43-0,Vertical value, C,9.4,PE,"Azobenzene,2,2',3,3',5,5',6,6'-octafluoro-4,4'-dimethyl-","Petrachenko, Vovna, et al., 1993"
 15638-57-0, , C,8.1,PE,"Palladium, dicyanobis(triethylphosphine)-","Louwen, Hengelmolen, et al., 1984"
 56374-57-3,Vertical value, C,5.95,PE,"Phosphorane,2-butenylidenetriphenyl-(E)-","Starzewski and Bock, 1976"
 12154-91-5,, C,7.3,PE,"Cobalt, hexacarbonyl[¦Ç-[[1-¦Ç:2-¦Ç)-ethynyl]benzene]]di-, (co-co)","Deshmukh, Dutta, et al., 1982"
 80400-38-0, , C,6.81,PE,"Iridium, ¦Ç","Dudeney, Kirchner, et al., 1984"
 87183-27-5, , C,6.5,PE,"Iridium, ¦Ç","Dudeney, Kirchner, et al., 1984"
 38463-61-5,, C,7.23 ¡À 0.02,EI,"4-Quinolinol,1,4-diethyldecahydro-2-methyl-(2¦Á,4¦Â,4a¦Á,8a¦Â)","Zaikin and Wulfson, 1978"
 38463-62-6,, C,7.09 ¡À 0.02,EI,"4-Quinolinol,1,4-diethyldecahydro-2-methyl-(2¦Á,4¦Á,4a¦Â,8a¦Á)","Zaikin and Wulfson, 1978"
 38463-60-4,, C,7.24 ¡À 0.02,EI,"4-Quinolinol,1,4-diethyldecahydro-2-methyl-(2¦Á,4¦Á,4a¦Á,8a¦Â","Zaikin and Wulfson, 1978"
 21485-17-6,, C,7.51 ¡À 0.05,EI,Tri(n-butyl)phosphine cobalt dicarbonyl nitrosyl,"Distefano, Innorta, et al., 1968"
 77376-09-1,Vertical value, C,7.62,PE,"1-Butyne, 3,3-dimethyl-1-(bis(diethylamino)phosphinyl-","Cabelli, Cowley, et al., 1981"
 106054-01-7,Vertical value, C,6.6,PE,"1,3,2-Diazaphosphol-4-ene, 2-ethyl-1,3-dibutyl-4,5-dimethyl-","Zverev, Gryaznova, et al., 1991"
 141968-97-0,Vertical value, C,6.43,PE,"1,3,2-Diazaphosphol-4-ene, 2-ethoxy-1,3-dibutyl-4,5-dimethyl-","Zverev, Gryaznova, et al., 1991"
 104728-29-2,Vertical value, C,6.86,PE,"1,3,2-Diazaphosphol-4-ene, 2-ethyl-2-oxo-1,3-dibutyl-4,5-dimethyl-","Zverev, Gryaznova, et al., 1991"
 27637-27-0,, C,7.4 ¡À 0.1,EI,"Chromium,pentacarbonyl[methoxy[4-(trifluoromethyl)phenylmethylene]-),(oc-6-21)-","Fischer, Kreiter, et al., 1971"
 32011-10-2,, C,7.3 ¡À 0.1,EI,"Chromium,pentacarbonyl[¦Á-methoxy-o-(trifluoromethyl)benzylidene]-","Fischer, Kreiter, et al., 1971"
 203-65-6,, C,7.6 ¡À 0.1,EI,4H-Benzo[def]carbazole,"Riepe and Zander, 1969"
 27884-38-4,Vertical value, C,7.06,PE,"Cyclopent[4,5]azepino[2,1,7-cd]pyrrolizine","Palmer, Leaver, et al., 1977"
 602-60-8,LBLHLM, C,7.86 ¡À 0.01,PE,"Anthracene, 9-nitro-","Klasinc, Kovac, et al., 1983"
 520-03-6,RDSH, C,8.8,EI,"1H-Isoindole-1,3(2H)-dione, 2-phenyl-","Cotter and Dine-Hart, 1966"
 29530-50-5,LLK, C,7.8,PE,"Diazene, (2-methoxy-5-methylphenyl)(4-nitrophenyl)-","Millefiori and Millefiori, 1981"
 16513-72-7,, C,9.03,PI,"Benzoic acid, 4-cyanophenyl ester","Orlov, Ponomarev, et al., 1991"
 1283-93-8,, C,7.6,CTS,"Pyridinium,2,3-dihydro-1,3-dioxo-1H-indene-2-ylide","Kampars and Neilands, 1975"
 494-19-9,Vertical value, C,7.25,PE,"5H-Dibenz[b,f]azepine, 10,11-dihydro-","Haink, Adams, et al., 1974"
 77275-11-7,LLK, C,8,EI,(E)-2-(2-Methylphenylethenyl)pyridine,"Schubert, Ramana, et al., 1980"
 18150-12-4,Vertical value; , C,8.39 ¡À 0.05,PE,(E)-4-(1-Methyl-2-phenylethenyl)pyridine,"Distefano, Mazzucato, et al., 1975"
 62205-27-0,LLK, C,7.87,EI,"Pyridine, 2-[2-(2-methoxyphenyl)ethenyl-,(Z)","Grutzmacher, Schaldach, et al., 1980"
 5847-73-4,Vertical value; , C,7.72 ¡À 0.05,PE,"Pyridine,trans-3-[2-(4-methoxyphenyl)ethenyl]-","Distefano, Mazzucato, et al., 1975"
 7472-54-0,, C,7.6 ¡À 0.1,EI,p-Benzanisidide,"Shapiro, Turk, et al., 1970"
 14310-29-3,LLK, C,9.17 ¡À 0.05,EI,"Benzene, 1-nitro-4-(2-phenylethyl)-","Pignataro, Mancini, et al., 1972"
 13031-49-7,, C,7.8 ¡À 0.1,EI,N-(3-Methoxyphenyl)benzoic acid amide,"Shapiro, Turk, et al., 1970"
 17870-65-4,, C,7.67,CTS,"Isoquinolium,2-methoxy-1-(methoxycarbonyl)-2-oxoethylide","Kokars, Kampars, et al., 1975"
 17870-64-3,, C,7.67,CTS,"Quinolinium,1-(2-methoxy-1-(methoxycarbonyl)-2-oxoethyl]-hydroxide,inner salt","Kokars, Kampars, et al., 1975"
 6906-25-8,Vertical value; , C,8.07,PE,"Benzenamine, N-[(3-methylphenyl)methylene]-(E)-","Akaba, Tokumaru, et al., 1980"
 13066-19-8,, C,7.4 ¡À 0.1,CTS,1-(2-Aminophenyl)-2-phenylethene,"Farrell and Newton, 1966"
 5877-55-4,LLK, C,7.7,PE,N-benzylidene-o-toluidine,"Akaba, Tokumaru, et al., 1980"
 27951-99-1,, C,8.48,EI,"Pyridine,2-[1-(3-methylphenyl)ethenyl]-","Schubert and Grutzmacher, 1980"
 6892-33-7,Vertical value; , C,7.90 ¡À 0.05,PE,(E)-3-[2-(4-Methylphenyl)ethenylpyridine,"Distefano, Mazzucato, et al., 1975"
 4554-22-7,Vertical value, C,6.7,PE,"Phosphorane,methylmethylenediphenyl-","Starzewski and Bock, 1976"
 69593-23-3,Vertical value, C,6.1 ¡À 0.1,PE,"Tantalum, carbonyl bis(¦Ç","Van Dam, Terpstra, et al., 1981"
 82458-41-1,Vertical value, C,6.84,PE,"1,3,3-Trimethyl-2-isopropylidene indolenine","Quast, Ach, et al., 1993"
 74309-54-9,LLK, C,8.55,EI,2-[1-(2-Methylphenyl)]ethenylpyridine,"Grutzmacher, Schaldach, et al., 1980"
 16487-31-3,, C,8.2 ¡À 0.15,EI,"8-Azabicyclo[3.2.1]octane,3-phenoxy-8-methyl, exo-","Grutzmacher and Lange, 1978"
 16487-37-9,, C,8.1 ¡À 0.15,EI,"8-Azabicyclo[3.2.1]octane, 8-methyl-3-phenoxy, endo-","Grutzmacher and Lange, 1978"
 26738-51-2,Vertical value, C,13.47,PE,"3,6,9,12-Tetraoxapentadecane, 1,1,1,2,4,4,5,7,7,8,10,10,11,13,13,14,14,15,15,15-eicosafluoro-5,8,11-tris(trifluoromethyl)-","Hardin and Sandorfy, 1975"
 69454-54-2,Vertical value, C,7.41 ¡À 0.04,PE,"Phenalen-1-one,9-methylamino-","Carnovale, Gan, et al., 1980"
 719-54-0,, C,7.53 ¡À 0.02,PI,"9(10H)-Acridinone, 10-methyl-","Potapov, Filyugina, et al., 1968"
 110935-21-2,Vertical value, C,7.31,PE,"Iron, dicarbonyl-cyclopentadienyl-4-(trifluoromethyl)benzenethiolato-","Ashby, Enemark, et al., 1988"
 1564-64-3,LBLHLM, C,7.58,PE,9-Bromoanthracene,"Klasinc, Kovac, et al., 1983"
 370-76-3,, C,8.8 ¡À 0.1,EI,"Benzene, 1-fluoro-4-(2-phenylethyl)-","McLafferty, Wachs, et al., 1970"
 16483-98-0,, C,8.10 ¡À 0.15,EI,"2H-Azirine, 2,3-diphenyl-","Opitz, Bruch, et al., 1992"
 611-64-3,Vertical value, C,7.68,PE,"Acridine, 9-methyl-","Jongsma, Vermeer, et al., 1975"
 947-73-9,, C,7.2 ¡À 0.1,CTS,9-Phenanthrenamine,"Farrell and Newton, 1966"
 256-96-2,, C,6.78,PE,Iminostilbene,"Gusten, Klasinc, et al., 1976"
 69915-35-1,Vertical value, C,7.21 ¡À 0.04,PE,"Phenalene,1-thione-9-methylamino-","Carnovale, Gan, et al., 1980"
 3366-65-2,, C,7.6 ¡À 0.1,CTS,2-Aminophenanthrene,"Farrell and Newton, 1966"
 23450-31-9,, C,9.25 ¡À 0.05,EI,"Benzonitrile,4-(phenylmethyl)-","Pignataro, Mancini, et al., 1972"
 529-85-1,LBLHLM, C,7.46,PE,9-Fluoroanthracene,"Klasinc, Kovac, et al., 1983"
 716-53-0,LBLHLM, C,7.45 ¡À 0.03,PE,9-Chloroanthracene,"Klasinc, Kovac, et al., 1983"
 14310-24-8,, C,8.8 ¡À 0.1,EI,"Benzene, 1-bromo-4-(2-phenylethyl)-","McLafferty, Wachs, et al., 1970"
 22852-46-6,, C,6.9,EI,1-(4-Methoxyanilino)ethylidenechromium pentacarbonyl,"Muller and Connor, 1969"
 72036-55-6,Vertical value; , C,8.9,PE,"5,5-Dimethyl-3-(4-fluorophenyl)-cyclohex-2-en-1-one","Pfister-Guillouzo, Geribaldi, et al., 1982"
 30971-68-7,Vertical value, C,7.02,PE,"Chromium,pentacarbonyl[(dimethylamino)phenylmethylene]-)(oc-6-21)-","Block and Fenske, 1977"
 22852-47-7,, C,6.81,EI,1-(4-Methylanilino)ethylidenechromium pentacarbonyl,"Muller and Connor, 1969"
 12289-28-0,, C,7.09,EI,1-Benzylaminoethylidenechromium pentacarbonyl,"Muller and Connor, 1969"
 57422-79-4,Vertical value, C,7.19,PE,"Acridophosphine, 10-methyl-","Jongsma, Vermeer, et al., 1975"
